station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2003	hour	Max	maximum	203.300	95.696	8383	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2003	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	32503.000	85.598	945	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	day	P50	50 percentile	33.204	66.667	244	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	day	Mean	annual mean	45.007	66.667	244	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	day	P95	95 percentile	91.517	66.667	244	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	day	P98	98 percentile	95.400	66.667	244	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	day	Max	maximum	98.691	66.667	244	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	P50	50 percentile	49.050	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	Mean	annual mean	52.315	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	P95	95 percentile	98.175	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	P98	98 percentile	101.150	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	Max	maximum	104.488	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	Max26	26th highest value	92.362	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	1769.000	66.393	243	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	P50	50 percentile	35.200	77.117	6774	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	Mean	annual mean	42.241	77.117	6774	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	P95	95 percentile	92.100	77.117	6774	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	P98	98 percentile	97.700	77.117	6774	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	Max	maximum	107.200	77.117	6774	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2004	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	0.000	54.076	597	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	day	P50	50 percentile	32.927	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	day	Mean	annual mean	41.715	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	day	P95	95 percentile	89.772	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	day	P98	98 percentile	96.149	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	day	Max	maximum	109.551	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	P50	50 percentile	51.632	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	Mean	annual mean	57.611	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	P95	95 percentile	108.247	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	P98	98 percentile	118.272	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	Max	maximum	125.683	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	Max26	26th highest value	105.254	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	Days(c > 120)	days with c > 120 ug/m3	4.000	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	3178.000	89.041	325	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	P50	50 percentile	34.570	89.075	7803	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	Mean	annual mean	41.641	89.075	7803	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	P95	95 percentile	101.250	89.075	7803	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	P98	98 percentile	110.030	89.075	7803	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	Max	maximum	140.160	89.075	7803	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2005	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	7235.000	99.819	1102	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	day	P50	50 percentile	28.265	94.247	344	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	day	Mean	annual mean	30.020	94.247	344	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	day	P95	95 percentile	56.865	94.247	344	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	day	P98	98 percentile	61.833	94.247	344	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	day	Max	maximum	77.075	94.247	344	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	P50	50 percentile	45.695	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	Mean	annual mean	46.077	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	P95	95 percentile	78.413	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	P98	98 percentile	86.267	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	Max	maximum	107.034	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	Max26	26th highest value	76.476	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	486.000	92.603	338	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	P50	50 percentile	24.150	94.726	8298	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	Mean	annual mean	30.386	94.726	8298	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	P95	95 percentile	74.090	94.726	8298	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	P98	98 percentile	85.160	94.726	8298	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	Max	maximum	170.450	94.726	8298	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2006	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	490.000	96.920	1070	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	day	P50	50 percentile	28.755	98.082	358	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	day	Mean	annual mean	30.035	98.082	358	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	day	P95	95 percentile	56.037	98.082	358	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	day	P98	98 percentile	60.586	98.082	358	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	day	Max	maximum	66.996	98.082	358	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	P50	50 percentile	43.154	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	Mean	annual mean	45.193	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	P95	95 percentile	79.424	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	P98	98 percentile	88.361	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	Max	maximum	100.105	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	Max26	26th highest value	76.680	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	435.000	97.808	357	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	P50	50 percentile	24.330	97.911	8577	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	Mean	annual mean	29.981	97.911	8577	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	P95	95 percentile	69.890	97.911	8577	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	P98	98 percentile	80.360	97.911	8577	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	Max	maximum	130.780	97.911	8577	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2007	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	755.000	99.004	1093	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	day	P50	50 percentile	34.244	91.803	336	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	day	Mean	annual mean	41.290	91.803	336	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	day	P95	95 percentile	85.978	91.803	336	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	day	P98	98 percentile	91.891	91.803	336	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	day	Max	maximum	102.792	91.803	336	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	P50	50 percentile	48.778	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	Mean	annual mean	58.509	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	P95	95 percentile	113.471	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	P98	98 percentile	122.137	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	Max	maximum	135.099	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	Max26	26th highest value	107.585	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	Days(c > 120)	days with c > 120 ug/m3	10.000	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	3914.000	92.076	337	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	P50	50 percentile	29.060	92.338	8111	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	Mean	annual mean	41.364	92.338	8111	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	P95	95 percentile	101.710	92.338	8111	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	P98	98 percentile	112.780	92.338	8111	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	Max	maximum	162.940	92.338	8111	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2008	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	13863.000	73.188	808	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	day	P50	50 percentile	34.290	99.178	362	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	day	Mean	annual mean	39.634	99.178	362	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	day	P95	95 percentile	82.502	99.178	362	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	day	P98	98 percentile	88.132	99.178	362	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	day	Max	maximum	111.480	99.178	362	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	P50	50 percentile	50.167	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	Mean	annual mean	56.287	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	P95	95 percentile	108.946	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	P98	98 percentile	116.143	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	Max	maximum	162.909	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	Max26	26th highest value	106.576	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	Days(c > 120)	days with c > 120 ug/m3	4.000	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	3174.000	98.904	361	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	P50	50 percentile	29.980	98.904	8664	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	Mean	annual mean	39.573	98.904	8664	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	P95	95 percentile	99.850	98.904	8664	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	P98	98 percentile	110.090	98.904	8664	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	Max	maximum	178.750	98.904	8664	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2009	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	10909.000	98.460	1087	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	day	P50	50 percentile	45.200	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	day	Mean	annual mean	46.245	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	day	P95	95 percentile	77.715	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	day	P98	98 percentile	88.068	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	day	Max	maximum	94.209	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	Mean	annual mean	64.601	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	P50	50 percentile	66.713	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	P95	95 percentile	96.590	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	P98	98 percentile	103.152	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	Max	maximum	127.895	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	Max26	26th highest value	90.841	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	Days(c > 120)	days with c > 120 ug/m3	2.000	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	1861.000	97.534	356	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	P50	50 percentile	45.830	97.683	8557	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	Mean	annual mean	46.242	97.683	8557	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	P95	95 percentile	86.980	97.683	8557	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	P98	98 percentile	97.160	97.683	8557	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	Max	maximum	155.490	97.683	8557	Y
BG0012A	7	Ozone (air)	O3	µg/m3	500	Calendar year	2010	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	2260.000	99.004	1093	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	day	P50	50 percentile	2.304	97.808	357	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	day	Mean	annual mean	3.113	97.808	357	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	day	P95	95 percentile	4.946	97.808	357	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	day	P98	98 percentile	5.321	97.808	357	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	day	Max	maximum	88.929	97.808	357	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	P50	50 percentile	2.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	Mean	annual mean	3.113	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	P95	95 percentile	5.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	P98	98 percentile	7.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	Max	maximum	135.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	Max19	19th highest value	98.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1998	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	97.808	8568	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	day	P50	50 percentile	2.708	95.616	349	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	day	Mean	annual mean	4.513	95.616	349	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	day	P95	95 percentile	9.792	95.616	349	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	day	P98	98 percentile	10.125	95.616	349	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	day	Max	maximum	11.933	95.616	349	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	P50	50 percentile	3.000	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	Mean	annual mean	4.487	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	P95	95 percentile	10.000	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	P98	98 percentile	10.600	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	Max	maximum	65.000	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	Max19	19th highest value	12.000	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	1999	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	96.815	8481	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	P50	50 percentile	5.742	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	Mean	annual mean	18.710	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	P95	95 percentile	83.325	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	P98	98 percentile	94.000	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	Max	maximum	111.767	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P50	50 percentile	5.800	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Mean	annual mean	18.808	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P95	95 percentile	89.500	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P98	98 percentile	103.700	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Max	maximum	189.400	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Max19	19th highest value	128.300	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	91.963	8056	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	day	Mean	annual mean	17.565	66.027	241	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	day	P50	50 percentile	19.800	66.027	241	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	day	P95	95 percentile	25.425	66.027	241	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	day	P98	98 percentile	26.350	66.027	241	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	day	Max	maximum	29.596	66.027	241	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	Mean	annual mean	17.632	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	P50	50 percentile	19.800	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	P95	95 percentile	25.200	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	P98	98 percentile	26.800	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	Max	maximum	147.700	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	Max19	19th highest value	29.600	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2003	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	66.758	5848	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P50	50 percentile	18.215	97.534	356	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	Mean	annual mean	20.233	97.534	356	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P95	95 percentile	41.020	97.534	356	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P98	98 percentile	54.176	97.534	356	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	Max	maximum	91.283	97.534	356	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P50	50 percentile	15.840	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Mean	annual mean	20.201	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P95	95 percentile	52.340	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P98	98 percentile	69.640	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Max	maximum	192.030	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Max19	19th highest value	106.520	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	97.363	8529	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P50	50 percentile	35.833	98.082	358	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	Mean	annual mean	37.812	98.082	358	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P95	95 percentile	65.055	98.082	358	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P98	98 percentile	69.643	98.082	358	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	Max	maximum	95.098	98.082	358	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P50	50 percentile	35.830	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Mean	annual mean	37.788	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P95	95 percentile	69.140	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P98	98 percentile	84.960	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Max	maximum	259.000	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Max19	19th highest value	151.610	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Hours(c > 200)	hours with c > 200 ug/m3	4.000	97.477	8539	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	P50	50 percentile	19.905	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	Mean	annual mean	20.682	91.781	335	Y
BG0012A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	P95	95 percentile	37.852	91.781	335	Y
